Titulo,Año,Duracion,Genero,Clasificacion,Descripcion,Estrellas,votes,Tipo,duracion_num,genero_principal,duration_min,link
Delirium,(IV) (2014),85 min,Comedy,4.5,"A group of friends is looking for a change in their lives. Believing that a film will bring them fame and wealth, they embark on the project without many cinematic knowledge, but with a famous actor in mind to star: Ricardo Darín.","['Carlos Kaimakamian Carrau', '| ', '    Stars:', 'Ramiro Archain, ', 'Emiliano Carrazzone, ', 'Miguel Di Lemme, ', 'Ricardo Darín']",370,Pelicula,85.0,Comedy,85.0,https://image.tmdb.org/t/p/w500/1Yqkyqxs4F7Lo1e1nxcTl9qiMSy.jpg
Delitto a Porta Romana,(1980),92 min,"Comedy, Crime",6.1,A police inspector is called to Milan to investigate a murder case since he grew up in the same ghetto as the suspect.,"['Bruno Corbucci', '| ', '    Stars:', 'Tomas Milian, ', 'Bombolo, ', 'Olimpia Di Nardo, ', 'Nerina Montagnani']",355,Pelicula,92.0,Comedy,92.0,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Delitto_a_Porta_Romana.jpg/250px-Delitto_a_Porta_Romana.jpg
Deliver Us from Evil,(I) (2014),118 min,"Action, Adventure, Crime",6.2,"New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","['Scott Derrickson', '| ', '    Stars:', 'Eric Bana, ', 'Edgar Ramírez, ', 'Olivia Munn, ', 'Chris Coy']","77,685",Pelicula,118.0,Action,118.0,https://image.tmdb.org/t/p/w500/3KOhWEzvI12ZFi4mbbr9WUpCuMi.jpg
Delivery,(I) (2014),92 min,"Documentary, Comedy",5.9,"This comedy follows a soon-to-be father as he documents the fear and hilarity of attempting a stand-up comedy career before having his first child, but quickly discovers that his story is a heartwarming one of love, loss, hope, and regret.","['Mark Myers', '| ', '    Stars:', 'Orny Adams, ', 'Amir Blumenfeld, ', 'Trevor Boris, ', 'Bryan Callen']",46,Pelicula,92.0,Documentary,92.0,https://image.tmdb.org/t/p/w500/rX3F8vIG3eQV3TvaOyZvplt3jTt.jpg
Demetri Martin: Live (At the Time),(2015 TV Special),61 min,"Documentary, Comedy",7.4,Demetri Martin performs his newest stand-up routine at The Lincoln Theater in Washington D.C.,"['Jay Karas', '| ', '    Star:', 'Demetri Martin']","2,231",Serie,61.0,Documentary,61.0,https://image.tmdb.org/t/p/w500/5I5icNRfvpMbbNboGaI8nUlSZw6.jpg
Demetri Martin: The Overthinker,(2018 TV Special),56 min,Comedy,7.2,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more.","['Jay Karas', '| ', '    Star:', 'Demetri Martin']","1,738",Pelicula,56.0,Comedy,56.0,https://image.tmdb.org/t/p/w500/h8PafIg6XlvgR9NO6njX8i3PkqT.jpg
Demon Inside,(2013),93 min,"Horror, Thriller",4.8,"Marta used to be a recognized and successful psychic, but after a dramatic experience, she loses faith in her gift and develops agoraphobia. She couldn't see the devilish side of her rapist...                See full summary »","['Alfonso Pineda Ulloa', '| ', '    Stars:', 'Paz Vega, ', 'Johanna Murillo, ', 'Alfonso Herrera, ', 'Maya Zapata']",717,Pelicula,93.0,Horror,93.0,https://image.tmdb.org/t/p/w500/3odJr1Ew0nR6IeEvbVuJEqyPCad.jpg
Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation, Action, Adventure",8.7,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.","['Natsuki Hanae, ', 'Zach Aguilar, ', 'Abby Trott, ', 'Yoshitsugu Matsuoka']","97,968",Serie,24.0,Animation,24.0,https://upload.wikimedia.org/wikipedia/en/thumb/0/09/Demon_Slayer_-_Kimetsu_no_Yaiba%2C_volume_1.jpg/250px-Demon_Slayer_-_Kimetsu_no_Yaiba%2C_volume_1.jpg
Demon's Path,(2018),25 min,"Crime, Horror, Mystery",3.2,"To catch three criminal masterminds, a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death.","['Kwok-Pong Chan, ', 'Sui-man Chim, ', 'Wai Ai, ', 'Elanne Kong']",64,Pelicula,25.0,Crime,25.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Demoted,(2011),94 min,Comedy,5.3,What goes around comes around for a pair of prank-playing tire salesmen (Astin and Vartan) who find themselves placed in secretarial jobs by their put-upon boss (Cross).,"['J.B. Rogers', '| ', '    Stars:', 'Michael Vartan, ', 'Sean Astin, ', 'David Cross, ', 'Celia Weston']","2,021",Pelicula,94.0,Comedy,94.0,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/DEMOTED.jpg/250px-DEMOTED.jpg
Den man älskar,(2007),92 min,Drama,6.3,The young woman Lena has once again found happiness with a new man after having left a violent relationship.,"['Åke Sandgren', '| ', '    Stars:', 'Sofia Ledarp, ', 'Jonas Karlsson, ', 'Rolf Lassgård, ', 'Isa Aouifia']",577,Pelicula,92.0,Drama,92.0,https://image.tmdb.org/t/p/w500/vARzT3NrNBtDnmWO1lwSdIR6y5C.jpg
Dennou Coil,(2007),45 min,"Animation, Adventure, Comedy",7.8,"Eleven years after the introduction of internet-connected, augmented reality eyeglasses and visors, Yuuko Okonogi moves with her family to Daikoku City, the technological center of the ...                See full summary »","['Hilary Haag, ', 'Monica Rial, ', 'Tiffany Grant, ', 'Brittney Karbowski']",899,Serie,,Animation,45.0,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Denn%C5%8D_Coil_vol_1_DVD.jpg/250px-Denn%C5%8D_Coil_vol_1_DVD.jpg
Deon Cole: Cole Hearted,(2019 TV Special),69 min,Comedy,6.9,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""","['Ryan Polito', '| ', '    Star:', 'Deon Cole']",908,Pelicula,69.0,Comedy,69.0,https://image.tmdb.org/t/p/w500/6mzD90sF3BdKKpxU7Wv6WW1dgXb.jpg
Der Wixxer,(2004),85 min,"Comedy, Crime, Mystery",6.2,A mysterious serial killer is shocking the underworld. Scotland Yard is investigating the case. Clues lead the detectives to Blackwhite Castle.,"['Tobi Baumann', '| ', '    Stars:', 'Oliver Kalkofe, ', 'Bastian Pastewka, ', 'Thomas Fritsch, ', 'Tanja Wenzel']","8,652",Pelicula,85.0,Comedy,85.0,https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/Der_wixxer.jpg/250px-Der_wixxer.jpg
Derek,(2012–2014),23 min,"Comedy, Drama",8.1,Derek is a loyal nursing home care assistant who sees only the good in his quirky co-workers as they struggle against prejudice and shrinking budgets to care for their elderly residents.,"['Ricky Gervais, ', 'Kerry Godliman, ', 'David Earl, ', 'Tim Barlow']","32,985",Serie,23.0,Comedy,23.0,https://image.tmdb.org/t/p/w500/wCSsdAB04tyt2JAIrLQWIELtEMX.jpg
Derren Brown: Apocalypse,(2012– ),60 min,"Documentary, Horror, Mystery",7.9,A member of the public is given a second chance at life when mentalist Derren Brown makes him realize how important life is by tricking him into believing that a meteor has hit the earth which is now populated by zombies.,"['Derren Brown, ', 'Steven Brosnan, ', 'Gilbert Martin, ', 'Jordan Loughran']",990,Serie,60.0,Documentary,60.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Derren Brown: Infamous,(2014 TV Special),71 min,Reality-TV,7.5,Derren Brown's sixth live stage show which toured the U.K. in 2013-2014.,"['Andy Nyman', '| ', '    Stars:', 'Carl Barma, ', 'Derren Brown, ', 'Benjayx Murphy']",263,Pelicula,71.0,Reality-TV,71.0,https://image.tmdb.org/t/p/w500/sBiQyRYiaJsPVR0qGYdnEnjPyIv.jpg
Derren Brown: Miracle,(2016 TV Special),73 min,Documentary,6.5,"Illusionist Derren Brown reinvents the concept of ""faith healing"" through a series of stunts that debunk the confines of fear, pain and disbelief.","['Julia Knowles, ', 'John L. Spencer', '| ', '    Star:', 'Derren Brown']","1,059",Pelicula,73.0,Documentary,73.0,https://image.tmdb.org/t/p/w500/lVC5YcFKJfjg2dlTmWVJuK4rHX2.jpg
Derren Brown: Pushed to the Edge,(2016 TV Special),68 min,Reality-TV,7.5,Derren Brown investigates the power of compliance by persuading a member of the public into believing that they have pushed someone to their death.,"['Jon Richards', '| ', '    Stars:', 'Ben Adams, ', 'Benjamin Adams, ', 'Dave Bibby, ', 'Derren Brown']","3,781",Serie,68.0,Reality-TV,68.0,https://image.tmdb.org/t/p/w500/hL31qRjjhVynNnBCkTLGKbbA956.jpg
Derren Brown: Sacrifice,(2018 TV Special),49 min,Reality-TV,7.1,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger,"['Derren Brown, ', 'Megan Affonso, ', 'Bob Cable, ', 'Christopher Crabinha']","1,836",Serie,49.0,Reality-TV,49.0,https://image.tmdb.org/t/p/w500/rMaVBzNauRw8BXqqBnSf90YyH8j.jpg
Derren Brown: The Great Art Robbery,(2013 TV Movie),70 min,"Documentary, Crime",7.6,Derren has bet a renowned art collector that he can steal a painting from under his nose - and attempts to use OAP's to pull it off.,"['Jon Richards', '| ', '    Stars:', 'Derren Brown, ', 'Julian Klinger']",481,Pelicula,70.0,Documentary,70.0,https://image.tmdb.org/t/p/w500/9K1LanjmX8szKB3k8BD2UxgpEhL.jpg
Derry Girls,(2018–2022),30 min,Comedy,8.5,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s.,"['Saoirse-Monica Jackson, ', 'Louisa Harland, ', ""Tara Lynne O'Neill, "", 'Kathy Kiera Clarke']","36,522",Serie,30.0,Comedy,30.0,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Derry_Girls.png/250px-Derry_Girls.png
Descendant,(2022),109 min,"Documentary, History",7.0,"Follows descendants of the survivors from the Clotilda, the last ship that carried enslaved Africans to the United States, as they reclaim their story.",['Margaret Brown'],37,Pelicula,109.0,Documentary,109.0,https://image.tmdb.org/t/p/w500/sHd1OBpWLxSN5UPSJrjwYeT4PPZ.jpg
Descendants of the Sun,(2016),60 min,"Action, Comedy, Drama",8.3,This drama tells of the love story that develops between a surgeon and a special forces officer.,"['Song Joong-ki, ', 'Song Hye-Kyo, ', 'Jin Goo, ', 'Kim Ji-Won']","16,031",Serie,60.0,Action,60.0,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/DescendantsoftheSun.jpg/250px-DescendantsoftheSun.jpg
Designated Survivor,(2016–2019),60 min,"Action, Drama, Mystery",7.5,A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.,"['Kiefer Sutherland, ', 'Adan Canto, ', 'Italia Ricci, ', 'Kal Penn']","90,424",Serie,60.0,Action,60.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Designated Survivor: 60 Days,(2019),70 min,"Drama, Thriller",8.1,"When the National Assembly suffers a catastrophic attack, Minister of Environment Park Mu Jin must find a way to lead Korea through the ensuing chaos.","['Jin-hee Ji, ', 'Joon-ho Huh, ', 'Kang Han-na, ', 'Lee Joon-hyuk']","1,326",Pelicula,70.0,Drama,70.0,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Designated_Survivor_60_Days_poster.jpg/250px-Designated_Survivor_60_Days_poster.jpg
Designing Miami,(2022– ),40 min,Reality-TV,6.3,"It showcases two designers from Miami who are competitors and a married couple, Eilyn and Ray Jimenez. T.",[],33,Serie,40.0,Reality-TV,40.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Desperado,(1995),104 min,"Action, Crime, Thriller",7.1,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,"['Robert Rodriguez', '| ', '    Stars:', 'Antonio Banderas, ', 'Salma Hayek, ', 'Joaquim de Almeida, ', 'Cheech Marin']","186,134",Pelicula,104.0,Action,104.0,https://image.tmdb.org/t/p/w500/oEQfoCLT3OTvWJQHmQUQ4yjBGK8.jpg
Desperados,(2020),105 min,"Comedy, Romance",5.2,"A panicked young woman, with her reluctant friends in tow, rushes to Mexico to try and delete a ranting email she sent to her new boyfriend.","['LP', '| ', '    Stars:', 'Nasim Pedrad, ', 'Anna Camp, ', 'Lamorne Morris, ', 'Sarah Burns']","10,436",Serie,105.0,Comedy,105.0,https://image.tmdb.org/t/p/w500/qLM1mMby4jTdsQm8ImCRMY0BXLz.jpg
Despicable Me 2,(2013),98 min,"Animation, Adventure, Comedy",7.3,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.","['Pierre Coffin, ', 'Chris Renaud', '| ', '    Stars:', 'Steve Carell, ', 'Kristen Wiig, ', 'Benjamin Bratt, ', 'Miranda Cosgrove']","399,084",Pelicula,98.0,Animation,98.0,https://upload.wikimedia.org/wikipedia/en/2/29/Despicable_Me_2_poster.jpg
Despite Everything,(2019),78 min,Comedy,5.4,"Four different sisters who all have their own little secrets attend their mother's funeral in Madrid, where the will reveals that their dad was not their biological father, so they go on a quest together seeking their biological father(s).","['Gabriela Tagliavini', '| ', '    Stars:', 'Blanca Suárez, ', 'Macarena García, ', 'Amaia Salamanca, ', 'Belén Cuesta']","5,074",Serie,78.0,Comedy,78.0,https://upload.wikimedia.org/wikipedia/en/5/54/Despite_Everything_poster.png
Destruction Los Angeles,(2017),93 min,"Action, Adventure, Thriller",4.0,"A fatal explosion and sudden earthquake rock Los Angeles, and reporter John Benson seizes his chance to cover the breaking news of increasing seismic activity.","['Tibor Takács', '| ', '    Stars:', 'Craig Sheffer, ', 'Cynthia Watros, ', 'Romeo Miller, ', 'Robert Giardina']","3,676",Pelicula,93.0,Action,93.0,https://image.tmdb.org/t/p/w500/xbxpYjTrOgbQTtPrgdpl3EOu75q.jpg
Destry,(1954),95 min,Western,6.6,"A dishonest mayor and powerful criminal dominate a small western town. But when the town's sheriff dies under mysterious circumstances, Tom Destry, son of a famed gunman, is called in to put an end to the corruption.","['George Marshall', '| ', '    Stars:', 'Audie Murphy, ', 'Mari Blanchard, ', 'Lyle Bettger, ', 'Thomas Mitchell']","1,465",Pelicula,95.0,Western,95.0,https://image.tmdb.org/t/p/w500/9qGE1FV1rdQkhL4o1pkHbreMbDk.jpg
Det som göms i snö,(2018– ),43 min,"Crime, Drama, Mystery",7.4,"After a long sick leave and recovery police detective Peter Wendel is back on duty. He is commissioned to form a new team to reopen unresolved murder cases, however he soon finds himself ...                See full summary »","['Robert Gustafsson, ', 'Louise Peterhoff, ', 'Ia Langhammer, ', 'Christopher Wagelin']","2,938",Serie,43.0,Crime,43.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Detak,(2020),108 min,Thriller,4.9,"dr Jati, who just serves in Pagar Alas Village, turns out to be a cold-blooded killer who is obsessed with human hearts. He accidentally meets Sukma, a Lengger dancer. Sukma's dance makes ...                See full summary »","['Yongki Ongestu', '| ', '    Stars:', 'Della Dartyan, ', 'Refal Hady, ', 'Alyssa Abidin, ', 'Bintang Satria']",48,Pelicula,108.0,Thriller,108.0,https://image.tmdb.org/t/p/w500/4ytSuyEe91YI3zUF3ViO0ttnbpS.jpg
Detention,(2020– ),50 min,"Drama, Horror, Mystery",6.3,A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.,"['Lee Ling-Wei, ', 'Guan-Zhi Huang, ', 'Chun-Yao Yao, ', 'Kwang-hoon Na']",534,Serie,50.0,Drama,50.0,https://image.tmdb.org/t/p/w500/1GgNjmWpOYC4kOXyRxL5e3uB1HG.jpg
Deuces,(2016),87 min,"Action, Crime, Drama",5.8,An undercover agent infiltrates a crime ring run by a charismatic boss.,"['Jamal Hill', '| ', '    Stars:', 'Larenz Tate, ', 'Meagan Good, ', 'Rotimi, ', 'Rick Gonzalez']","1,020",Serie,87.0,Action,87.0,https://image.tmdb.org/t/p/w500/gv9q2XiCimXlR4RKl7fIJK7lLh9.jpg
Devil in Ohio,(2022),356 min,"Drama, Horror, Mystery",5.9,"When a psychiatrist shelters a mysterious cult escapee, her world is turned upside down as the girl's arrival threatens to tear her own family apart.","['Emily Deschanel, ', 'Sam Jaeger, ', 'Gerardo Celasco, ', 'Madeleine Arthur']","9,773",Serie,356.0,Drama,356.0,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Devil_in_Ohio.png/250px-Devil_in_Ohio.png
"Devil's Backbone, Texas",(2015),80 min,Horror,4.0,"In January, 1996 Unsolved Mysteries featured a story on landowner Bert Wall's 'real-life' interactions with the spirits that roamed the Devil's Backbone. Nearly twenty years later, Wall ...                See full summary »","['Jake Wade Wall', '| ', '    Stars:', 'Avery Atchley, ', 'Savannah Atchley, ', 'Marilyn Baxter, ', 'Michaela Beach']",591,Pelicula,80.0,Horror,80.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Devil's Bride,(2016),110 min,"Drama, History",6.0,"Anna is a 16-year old in a village where women are accused of witchcraft. It's based on the witch hunts on Åland, Finland in the 1600s.","['Saara Cantell', '| ', '    Stars:', 'Tuulia Eloranta, ', 'Magnus Krepper, ', 'Elin Petersdottir, ', 'Claes Malmberg']","1,322",Pelicula,110.0,Drama,110.0,https://image.tmdb.org/t/p/w500/hiPlFLw5vVm2M8JBIFB2PJA5FE5.jpg
Devilish Charm,(2014),78 min,Thriller,3.3,"When a cursed devil's charm' bracelet shows up at a sorority house on Valentine's Day, each girl tries to make a series of wishes, and each finds that unintended consequences are the primary purpose of Satan's sinister strategy.","['David DeCoteau', '| ', '    Stars:', 'Courtney Blythe Turk, ', 'Ryan Walker, ', 'R.J. Cantu, ', 'Jessica Morris']",153,Pelicula,78.0,Thriller,78.0,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Devilish_Charm.jpg/250px-Devilish_Charm.jpg
Devilman: Crybaby,(2018),25 min,"Animation, Action, Drama",7.6,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo.","['Koki Uchiyama, ', 'Ayumu Murase, ', 'Kyle McCarley, ', 'Griffin Burns']","20,303",Serie,25.0,Animation,25.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
Devils Line,(2018– ),24 min,"Animation, Action, Crime",6.8,"Vampires seem to be living among humans. Of course the government does not know of their existence, because their appearance does not differ from humans. They also do not need to drink ...                See full summary »","['Luci Christian, ', 'Yoshitsugu Matsuoka, ', 'Yui Ishikawa, ', 'Adam Gibbs']","1,247",Serie,24.0,Animation,24.0,https://upload.wikimedia.org/wikipedia/commons/a/ac/No_image_available.svg
